05:27:02.406 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 1, first name = Ivan, last name = Ivanov, birthday = 1963-12-04T00:00:00.000+0300, driving license category = D
05:27:02.484 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 2, first name = Vasiliy, last name = Pupkin, birthday = 1976-01-01T00:00:00.000+0300, driving license category = D
05:27:02.999 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 4, first name = Ivan, last name = Ivanov, birthday = 1963-12-04T00:00:00.000+0300, driving license category = D
05:27:03.014 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 5, first name = Vasiliy, last name = Pupkin, birthday = 1976-01-01T00:00:00.000+0300, driving license category = D
05:27:03.124 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 7, first name = Ivan, last name = Ivanov, birthday = 1963-12-04T00:00:00.000+0300, driving license category = D
05:27:03.124 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 8, first name = Vasiliy, last name = Pupkin, birthday = 1976-01-01T00:00:00.000+0300, driving license category = D
05:54:49.083 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 10, first name = Ivan, last name = Ivanov, birthday = 1963-12-04T00:00:00.000+0300, driving license category = D
05:54:49.083 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 11, first name = Vasiliy, last name = Pupkin, birthday = 1981-02-14T00:00:00.000+0300, driving license category = D
05:54:49.083 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 12, first name = Oleg, last name = Vasechkin, birthday = 1976-01-01T00:00:00.000+0300, driving license category = D
06:07:01.570 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 13, first name = Ivan, last name = Ivanov, birthday = 1963-12-04T00:00:00.000+0300, driving license category = D
06:07:01.570 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 14, first name = Vasiliy, last name = Pupkin, birthday = 1981-02-14T00:00:00.000+0300, driving license category = D
06:07:01.570 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 15, first name = Oleg, last name = Vasechkin, birthday = 1976-01-01T00:00:00.000+0300, driving license category = D
06:07:01.586 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 16, first name = test first name0, last name = test last name0, birthday = 1987-01-01T00:00:00.000+0300, driving license category = D0
06:07:01.586 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 17, first name = test first name1, last name = test last name1, birthday = 1987-01-01T00:00:00.000+0300, driving license category = D1
06:07:01.586 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 18, first name = test first name2, last name = test last name2, birthday = 1987-01-01T00:00:00.000+0300, driving license category = D2
06:07:01.586 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 19, first name = test first name3, last name = test last name3, birthday = 1987-01-01T00:00:00.000+0300, driving license category = D3
06:07:01.586 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 20, first name = test first name4, last name = test last name4, birthday = 1987-01-01T00:00:00.000+0300, driving license category = D4
06:07:01.586 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 21, first name = test first name5, last name = test last name5, birthday = 1987-01-01T00:00:00.000+0300, driving license category = D5
06:07:01.586 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 22, first name = test first name6, last name = test last name6, birthday = 1987-01-01T00:00:00.000+0300, driving license category = D6
06:07:01.586 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 23, first name = test first name7, last name = test last name7, birthday = 1987-01-01T00:00:00.000+0300, driving license category = D7
06:07:01.586 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 24, first name = test first name8, last name = test last name8, birthday = 1987-01-01T00:00:00.000+0300, driving license category = D8
06:07:01.586 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 25, first name = test first name9, last name = test last name9, birthday = 1987-01-01T00:00:00.000+0300, driving license category = D9
06:08:10.097 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 26, first name = Ivan, last name = Ivanov, birthday = 1963-12-04T00:00:00.000+0300, driving license category = D
06:08:10.113 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 27, first name = Vasiliy, last name = Pupkin, birthday = 1981-02-14T00:00:00.000+0300, driving license category = D
06:08:10.113 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 28, first name = Oleg, last name = Vasechkin, birthday = 1976-01-01T00:00:00.000+0300, driving license category = D
06:08:10.144 [main] INFO  com.mkoshmanov.training.transport.services.impl.DriverServiceImpl - Driver hire: id = 29, first name = test first name0, last name = test last name0, birthday = 1987-01-01T00:00:00.000+0300, driving license category = D0
